	time	time_start	time_end	duration_2	bh8_avg	yh8_avg	gh8_avg	bh8_std	yh8_std	gh8_std	bh8_min	yh8_min	gh8_min	bh8_max	yh8_max	gh8_max	blue_bunch_length	yellow_bunch_length	blue_bunch_length_scaling	yellow_bunch_length_scaling	wcm_blue	wcm_yellow	dcct_blue	dcct_yellow	bpm_south_ir	bpm_south_ir_sd	bpm_north_ir	bpm_north_ir_sd	step	duration	orientation	bpm_south_ir_rel	bpm_north_ir_rel	offset_avg_val	offset_set_val	intensity_rel_wcm	intensity_rel_dcct	cw_rate
11	2024-08-12 14:29:42-04:00	2024-08-12 14:28:39-04:00	2024-08-12 14:30:45-04:00	126.00000000000001	-0.0700351283464567	-0.11394451968503935	0.04390938818897639	0.0007244589868547062	0.0007738689939825218	0.0013788335715502421	-0.0720615	-0.115015	0.0389538	-0.0689231	-0.109785	0.0460923	1.1738817969308846	1.0394310340967454	1.000303481272174	1.0004331506971142	17187.154296875	12097.403320312	18168.158203125	12212.399414062	0.858282149	0.002025866	-0.265333325	0.002769036	12	120	Horizontal	-0.930550992	-0.9269165699999999	-0.928733781	-0.9	0.9943810517258417	0.9913680846512294	8730.424891
12	2024-08-12 14:30:28-04:00	2024-08-12 14:30:05-04:00	2024-08-12 14:30:51-04:00	46.0	-0.07083469787234038	-0.1132452127659574	0.04241047446808511	0.00014311639150395674	0.0007959011009178122	0.0008173426657449094	-0.0711385	-0.113908	0.0389538	-0.0705231	-0.109785	0.0432	1.1745941234898027	1.0399726548240922	1.0009104782786455	1.0009544506323362	17177.068359375	12087.453125	18163.2734375	12204.180664062	1.791461468	0.001636629	0.644846261	0.00542932	13	40	Horizontal	0.0026283270000000414	-0.01673698400000001	-0.0070543284999999845	0.0	0.9929801139878244	0.9904345458289637	
13	2024-08-12 14:31:09-04:00	2024-08-12 14:30:48.500000-04:00	2024-08-12 14:31:29.500000-04:00	41.0	-0.07087128780487803	-0.11311378048780486	0.042242407317073155	0.0002015751462793972	0.00016381460743705413	0.00020132206087540967	-0.0711385	-0.113662	0.0418462	-0.0704615	-0.112862	0.0427077	1.1748686369870303	1.0400716058627149	1.0011444003035468	1.0010496891773544	17170.92578125	12083.447265625	18159.69921875	12199.817382812	-0.288500041	0.000896066	-0.904833376	0.001780393	1	40	Vertical	0.0	0.0	0.0	0.0	1.0	1.0	845710.0067
14	2024-08-12 14:31:54-04:00	2024-08-12 14:31:31.500000-04:00	2024-08-12 14:32:16.500000-04:00	45.0	-0.07064341555555553	-0.11293404444444446	0.04229059111111111	0.00025200274254961054	0.00024167455159550502	0.00031210701750159013	-0.0710769	-0.113415	0.0414769	-0.0702154	-0.112308	0.0428308	1.1750908216901987	1.040174927840205	1.001333731233327	1.0011491346702115	17165.048828125	12077.947265625	18155.826171875	12194.422851562	-0.179583326	0.001312939	-0.797416687	0.001834271	2	40	Vertical	0.108916715	0.10741668900000001	0.108166702	0.1	0.9992027257971001	0.999344635956846	783856.6006
15	2024-08-12 14:32:45-04:00	2024-08-12 14:32:19.500000-04:00	2024-08-12 14:33:10.500000-04:00	51.0	-0.07026364509803923	-0.11252129411764704	0.042257617647058834	0.00025381492494628904	0.00022203119547645997	0.00031172794016955476	-0.0705846	-0.112985	0.0415385	-0.0698462	-0.112123	0.0428308	1.1753528296401679	1.0404561190086372	1.0015569968680444	1.0014197759704564	17161.865234375	12070.797851562	18151.732421875	12187.552734375	-0.019071426	0.000828811	-0.636500001	0.001220492	3	45	Vertical	0.269428615	0.268333375	0.26888099499999996	0.25	0.9984260462623775	0.9985564194037991	526432.2094
16	2024-08-12 14:33:36-04:00	2024-08-12 14:33:10.500000-04:00	2024-08-12 14:34:01.500000-04:00	51.0	-0.06989320392156866	-0.11226425490196083	0.042371041176470586	0.0003170442271739293	0.0003155199418824279	0.00033781381332116786	-0.0703385	-0.112862	0.0415385	-0.0692923	-0.111631	0.0428308	1.1756199369975975	1.0408391750900636	1.0017846078764177	1.001788460365923	17156.1328125	12064.122070312	18147.931640625	12180.8125	0.136214301	0.001187857	-0.481428564	0.000839939	4	45	Vertical	0.424714342	0.423404812	0.424059577	0.4	0.9975405538075478	0.9977952037420166	250174.3471
17	2024-08-12 14:34:42-04:00	2024-08-12 14:34:09-04:00	2024-08-12 14:35:15-04:00	66.0	-0.06941078656716419	-0.11197335820895524	0.04256257313432836	0.0004747877586100079	0.0007018989114277141	0.0008577143676889341	-0.0700923	-0.115446	0.0414154	-0.0686154	-0.111323	0.0464	1.1760023860642996	1.0416268987848951	1.0021105053678274	1.0025466298567771	17149.4296875	12058.92578125	18144.904296875	12175.876953125	0.340631574	0.001603155	-0.284736812	0.001338428	5	60	Vertical	0.6291316149999999	0.620096564	0.6246140895	0.6	0.9967213063876408	0.99722452724654	61781.1205
18	2024-08-12 14:36:48-04:00	2024-08-12 14:35:45-04:00	2024-08-12 14:37:51-04:00	126.00000000000001	-0.07135215275590548	-0.11025124409448822	0.03889909448818899	0.0020034952972650044	0.0005745541641691005	0.0023684001182000505	-0.0740308	-0.1112	0.0353231	-0.0689231	-0.107877	0.0420923	1.1769491599659068	1.0430692781840085	1.0029172827045503	1.0039348933580776	17142.09375	12052.913085938	18141.8125	12169.946289062	0.639230847	0.001834816	0.014358973	0.001842325	6	120	Vertical	0.9277308879999999	0.919192349	0.9234616185	0.9	0.9957981810644063	0.9965689569360417	6519.484641
19	2024-08-12 14:37:35-04:00	2024-08-12 14:37:11.500000-04:00	2024-08-12 14:37:58.500000-04:00	47.0	-0.07365499148936169	-0.10977544680851066	0.036120463829787224	0.0002605284519468471	0.0003792031581522452	0.0006011661433615031	-0.0742154	-0.110462	0.0350154	-0.0733538	-0.109169	0.0370462	1.1779715739111647	1.0440009970255926	1.0037885154227137	1.0048316555151358	17136.98828125	12045.416992188	18139.208984375	12163.301757812	-0.301153839	0.004949875	-0.886230767	0.001775361	7	40	Vertical	-0.012653797999999994	0.018602608999999992	0.002974405499999999	0.0	0.994882465810853	0.9958819128749573	843673.7041
20	2024-08-12 14:38:21-04:00	2024-08-12 14:37:58-04:00	2024-08-12 14:38:44-04:00	46.0	-0.07464353829787236	-0.10942187234042554	0.03477839574468083	0.0004175666562531428	0.00022501706379944694	0.00048709834019936617	-0.0752615	-0.109785	0.0338462	-0.0740308	-0.108985	0.0356308	1.1784900048427882	1.044374947249608	1.0042302875560392	1.0051915756912162	17131.912109375	12041.043945312	18136.658203125	12158.46875	-0.41383335	0.001030037	-0.9896667	0.000352521	8	40	Vertical	-0.125333309	-0.08483332399999999	-0.1050833165	-0.1	0.994226688607266	0.9953462179812034	791670.7634
21	2024-08-12 14:39:12-04:00	2024-08-12 14:38:46.500000-04:00	2024-08-12 14:39:37.500000-04:00	51.0	-0.07534117647058823	-0.10913545098039217	0.03379426862745098	0.0004646662223954907	0.0002660798612240692	0.0006696588873419645	-0.0761231	-0.109477	0.0323692	-0.0747692	-0.108431	0.0345231	1.1789505221393475	1.045272306358838	1.0046227095666187	1.006055267241213	17130.287109375	12035.930664062	18134.11328125	12153.141601562	-0.580428541	0.001308901	-1.144500017	0.001026958	9	45	Vertical	-0.2919285	-0.2396666409999999	-0.26579757049999997	-0.25	0.9937102213876394	0.9947705089462145	549175.9968
22	2024-08-12 14:40:03-04:00	2024-08-12 14:39:37.500000-04:00	2024-08-12 14:40:28.500000-04:00	51.0	-0.07644766470588232	-0.10831007843137251	0.031862441176470586	0.0005038757020629296	0.0005982177477520126	0.000970796121989879	-0.0774154	-0.109908	0.0298462	-0.0758154	-0.107015	0.0337846	1.1794602113205461	1.0460314980700582	1.0050570325654529	1.0067859752254125	17127.2421875	12030.227539062	18131.943359375	12147.51953125	-0.740642726	0.001371517	-1.295928717	0.001305393	10	45	Vertical	-0.45214268500000004	-0.391095341	-0.42161901300000004	-0.4	0.9930628110471454	0.9941913470601449	274018.4485
23	2024-08-12 14:41:10-04:00	2024-08-12 14:40:36.500000-04:00	2024-08-12 14:41:43.500000-04:00	67.0	-0.07768449104477612	-0.10778138805970146	0.0300969	0.0005273967325979127	0.00018843268673727164	0.00042774042751806063	-0.0785846	-0.108246	0.0293538	-0.0769846	-0.107323	0.0308923	1.180095319699379	1.0466593216356528	1.0055982294082633	1.0073902437985127	17126.513671875	12025.041015625	18129.978515625	12142.069335938	-0.945473731	0.001318152	-1.495473981	0.000646063	11	60	Vertical	-0.65697369	-0.5906406049999999	-0.6238071475	-0.6	0.9925924553354191	0.9936375999934959	70201.6418
24	2024-08-12 14:43:16-04:00	2024-08-12 14:42:13-04:00	2024-08-12 14:44:19-04:00	126.00000000000001	-0.07733882834645675	-0.10730321259842529	0.029964385039370062	0.0014929701060115267	0.00032570418533994447	0.0012712229520513002	-0.0790154	-0.108062	0.0281231	-0.0754462	-0.106646	0.0318154	1.1810236389784265	1.0486850876342646	1.0063892809510941	1.0093400061147084	17119.841796875	12019.986328125	18126.79296875	12136.43359375	-1.249948502	0.001551311	-1.791718125	0.001410066	12	120	Vertical	-0.961448461	-0.886884749	-0.924166605	-0.9	0.9917887064198193	0.9930018959429775	6564.451405
25	2024-08-12 14:44:03-04:00	2024-08-12 14:43:39.500000-04:00	2024-08-12 14:44:26.500000-04:00	47.0	-0.07565171914893615	-0.10697478723404251	0.03132308085106383	0.00019555563273634442	0.00016541856477620065	0.00021813183652004547	-0.0759385	-0.107262	0.0308308	-0.0752	-0.106646	0.0318154	1.1815747297974808	1.0502321244941852	1.0068588836540566	1.010829000486865	17115.4609375	12014.451171875	18123.138671875	12131.232421875	-0.315333366	0.001661978	-0.881583393	0.001911546	13	40	Vertical	-0.02683332500000002	0.02324998300000003	-0.0017916709999999947	0.0	0.9910783160413107	0.9923762366790781	
