bin_center,hist
22.20108113333118,1.6084836661750627e-05
22.512399884786582,0.00018658410527630723
22.823718636241992,0.0013286075082606017
23.135037387697395,0.00637281228538567
23.446356139152797,0.020746222326325954
23.757674890608207,0.04850865040450753
24.06899364206361,0.08646243099157432
24.38031239351902,0.12377925204683575
24.691631144974423,0.15356515257706732
25.002949896429826,0.17219782736603748
25.314268647885235,0.17965797460975744
25.62558739934064,0.179259070660546
25.936906150796048,0.17564963331364916
26.24822490225145,0.16948592390486827
26.559543653706857,0.16017923741237558
26.870862405162264,0.15026454409407605
27.182181156617666,0.14301028275962482
27.493499908073076,0.1313359083105262
27.80481865952848,0.12185228861475804
28.11613741098389,0.11320186345806854
28.42745616243929,0.10346088637571355
28.738774913894694,0.09472682006838178
29.050093665350104,0.08784572694448486
29.361412416805507,0.08003493026153875
29.672731168260917,0.0731313183663154
29.98404991971632,0.06625344220975159
30.295368671171726,0.060041478290982046
30.606687422627132,0.05382629740488291
30.918006174082535,0.0487499229544338
31.229324925537945,0.044670808377013836
31.540643676993348,0.039456104331274736
31.851962428448754,0.03623270306425904
32.16328117990416,0.03227261627813682
32.47459993135956,0.02809699268074567
32.78591868281497,0.02568105021415134
33.097237434270376,0.022702138464395092
33.408556185725786,0.020852382248293274
33.71987493718119,0.01837210043505177
34.03119368863659,0.016248901995700296
34.342512440092,0.014981416866754704
34.653831191547404,0.013179915160638612
34.965149943002814,0.011545695755804468
35.27646869445822,0.009885740612312047
35.58778744591362,0.008917433445274445
35.89910619736903,0.008122842514184159
36.21042494882443,0.007418326668399473
36.52174370027984,0.006025379813491716
36.833062451735245,0.005610391027618554
37.144381203190655,0.004857620671848744
37.45569995464606,0.0042656986826963145
37.76701870610146,0.0035997864448998307
38.07833745755687,0.0031815806916942377
38.38965620901227,0.002792327644479877
38.70097496046768,0.002506017551900776
39.012293711923085,0.0021425002433452076
39.32361246337849,0.001885142856757195
39.6349312148339,0.001640653339498545
39.9462499662893,0.0012546172596165346
40.25756871774471,0.0011098537296608058
40.568887469200114,0.0011002028276637552
40.88020622065552,0.0009297035590491756
41.191524972110926,0.0006659122377964835
41.50284372356633,0.0005983559238171165
41.81416247502174,0.0005919219891524297
42.12548122647714,0.0005790541198230291
42.43679997793255,0.00041820575320551147
42.748118729387954,0.000418205753205521
43.05943748084336,0.0003249137005673589
43.37075623229877,0.00024127254992626214
43.68207498375417,0.0002798761579144641
43.99339373520958,0.00018015017061160494
44.30471248666498,0.0001930180399410053
44.61603123812039,0.00016084836661750808
44.927349989575795,0.00012224475862930613
45.2386687410312,0.00011259385663225566
45.54998749248661,8.36411506411023e-05
45.86130624394201,6.755631397935186e-05
46.17262499539742,5.4688444649952745e-05
46.48394374685282,5.147147731760259e-05
46.795262498308226,5.7905411982302916e-05
47.106581249763636,5.4688444649951505e-05
47.41790000121904,3.538664065585097e-05
47.72921875267445,3.216967332350162e-05
48.04053750412985,2.8952705991151458e-05
48.351856255585254,2.5735738658801293e-05
48.663175007040664,9.650901997050265e-06
48.97449375849607,1.2867869329400354e-05
49.28581250995148,9.650901997050485e-06
49.59713126140688,1.2867869329400647e-05
49.90845001286229,6.433934664700177e-06
50.21976876431769,9.650901997050485e-06
50.531087515773095,9.650901997050265e-06
50.842406267228505,3.2169673323501617e-06
51.15372501868391,0.0
51.46504377013932,6.433934664700177e-06
51.77636252159472,3.2169673323500884e-06
52.08768127305013,0.0
52.39900002450553,0.0
52.710318775960936,0.0
53.021637527416345,9.650901997050265e-06
